local;idade;morador;BH_RMBH;uf_pais;cidade;bairro;sem_carnaval;pernoitar;quantas_pernoites;meio_de_hospedagem;transporte_chega_na_cidade;motivo_carnaval;se_nao_qual_foi;mês_viagem_bh;fonte_info_carnaval_bh;conhece_bh;motivo_viagem_1;motivo_viagem_2;motivo_viagem_3;gasto_hospedagem;gasto_atrativos;gasto_alimentacao;gasto_transporte;gasto_fatansias;gasto_compras;gasto_ingressos;gasto_outros;moeda;gasto_total;pessoas_no_gasto;gasto_percapto;dias_carnaval;gasto_medio_diario;gasto_medio_diario_per_capto;info_carnaval;carnaval_antes;opiniao_carnaval;piorou_pq;expectativas_carnaval;avaliacao_geral;banheiros;seguranca;precos;voltar_carnaval;se_nao_pq;alem_dos_blocos_1;alem_dos_blocos_2;alem_dos_blocos_3;alem_dos_blocos_4;alem_dos_blocos_5;patrocinador;genero;escolaridade;estado_civil;renda;transporte_blocos_1;transporte_blocos_2;transporte_blocos_3;apoio_LGBTQIA;faz_parte_LGBTQIA;data
BAIANAS OZADAS;53;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Lindeia;Sim;;;;;;;;;;;;;;;100;9;0;5;0;0;Real;114.00;1.00;114.00;2.00;57.00;57;Radio;Sim;Melhorou;;Atendeu em parte;10;5;10;8;Sim;;Desfiles de Escolas de Samba (terca  Av. Afonso Pena);;;;;Prefeitura;Feminino;Ensino Superior completo;Solteiro(a);NR_NS;Onibus coletivo;;;Sim;Nao;20/02/2023
HAVAYANAS USADAS;23;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Santa Efigenia;Nao;;;;;;;;;;;;;;;50;60;200;999999;999999;999999;Real;310.00;1.00;310.00;4.00;77.50;77.50;Instagram;Nao;;;Atendeu em parte;7;3;8;7;Sim;;Nenhuma;;;;;Nao respondeu;Feminino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);A pe;;;Sim;Nao;20/02/2023
BAIANAS OZADAS;36;Morador;RMBH;Minas Gerais;CONTAGEM;;Sim;;;;;;;;;;;;;;;100;100;0;0;150;0;Real;350.00;1.00;350.00;1.00;350.00;350;Instagram;Sim;Nem melhorou nem piorou;;Atendeu plenamente;10;10;10;10;Sim;;Eventos Privados;;;;;Nao sabe;Masculino;Ensino Medio completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Veiculo Proprio;;;Sim;Nao;20/02/2023
BAIANAS OZADAS;43;Morador;RMBH;Minas Gerais;CONTAGEM;;Sim;;;;;;;;;;;;;;;200;100;50;0;0;0;Real;350.00;1.00;350.00;3.00;116.67;116.67;Instagram;Sim;Melhorou;;Superou;9;5;9;6;Sim;;Nenhuma;;;;;Prefeitura;Feminino;Ensino Tecnico completo;Divorciado(a);Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400);Aplicativos (Uber/99/InDrive);;;Sim;Nao;20/02/2023
HAVAYANAS USADAS;31;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Vera Cruz;NR_NS;;;;;;;;;;;;;;;999999;999999;999999;999999;999999;999999;Real;0.00;1.00;0.00;3.00;0.00;0;www.portalbelohorizonte.com.br;Sim;Nem melhorou nem piorou;;Atendeu plenamente;8;8;8;6;Sim;;Nenhuma;;;;;Brahma;Feminino;Ensino Medio completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);;;Sim;Nao;20/02/2023
BAIANAS OZADAS;22;Morador;RMBH;Minas Gerais;CONTAGEM;;Sim;;;;;;;;;;;;;;;450;300;0;0;0;0;Real;750.00;1.00;750.00;3.00;250.00;250;Amigos/Parentes;Sim;Melhorou;;NR_NS;7;999999;1;5;Sim;;Nenhuma;;;;;Skol;Masculino;Ensino Tecnico completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Onibus coletivo;;;Sim;Sim;20/02/2023
HAVAYANAS USADAS;24;Visitante;Interior de Minas;Minas Gerais;LAVRAS;;;Sim;5;Airbnb;APP carro (Uber 99 In driver);Sim;;Novembro;Amigos/Parentes;Sim;Visitar amigos e parentes;;;5000;0;500;70;0;0;0;0;Real;5570.00;16.00;348.13;6.00;928.33;58.02;Amigos/Parentes;Nao;;;Atendeu em parte;7;1;8;8;NR_NS;;Nenhuma;;;;;Nao sabe;Feminino;Ensino Superior completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Aplicativos (Uber/99/InDrive);;;Sim;Nao;20/02/2023
HAVAYANAS USADAS;29;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Calafate;Nao;;;;;;;;;;;;;;;999999;25;999999;60;999999;999999;Real;85.00;1.00;85.00;2.00;42.50;42.50;Instagram;Sim;Nem melhorou nem piorou;;Atendeu plenamente;8;1;7;1;Sim;;Nenhuma;;;;;Boticario;Feminino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400);Aplicativos (Uber/99/InDrive);;;Sim;Nao;20/02/2023
HAVAYANAS USADAS;26;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Serra;Sim;;;;;;;;;;;;;;;150;180;50;999999;999999;999999;Real;380.00;1.00;380.00;4.00;95.00;95;Outros sites;Sim;Melhorou;;Atendeu plenamente;10;8;10;7;Sim;;Nenhuma;;;;;Nao respondeu;Masculino;Ensino Superior completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Onibus coletivo;;;Sim;Sim;20/02/2023
HAVAYANAS USADAS;35;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Santa Efigenia;Nao;;;;;;;;;;;;;;;150;0;0;40;0;0;Real;190.00;8.00;23.75;3.00;63.33;7.92;Whatsapp;Sim;Melhorou;;Atendeu plenamente;10;8;10;5;Sim;;Nenhuma;;;;;Belotur;Masculino;Ensino Medio completo;Casado(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);A pe;Veiculo Proprio;;Sim;Nao;20/02/2023
HAVAYANAS USADAS;25;Morador;RMBH;Minas Gerais;CONTAGEM;;Sim;;;;;;;;;;;;;;;50;100;999999;999999;999999;999999;Real;150.00;1.00;150.00;3.00;50.00;50;Outros sites;Sim;Nem melhorou nem piorou;;Atendeu plenamente;8;3;10;5;Sim;;Nenhuma;;;;;Nao respondeu;Masculino;Ensino Tecnico completo;Solteiro(a);Ate 1 SM (R$ 1.30200);Aplicativos (Uber/99/InDrive);;;Sim;Sim;20/02/2023
HAVAYANAS USADAS;43;Visitante;Outros Estados;Amazonas;MANAUS;;;Sim;60;Casa de apoio;Aviao;Nao;Trabalho;Janeiro;Midias sociais;Sim;Trabalho;;;1000;800;400;500;0;1000;300;400;Real;4400.00;2.00;2200.00;4.00;1100.00;550;Instagram;Sim;Melhorou;;Superou;10;9;10;10;Sim;;Desfiles de Escolas de Samba (terca  Av. Afonso Pena);;;;;Prefeitura;Masculino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Acima de 10 SM (R$ 13.02001);A pe;Aplicativos (Uber/99/InDrive);;Sim;Nao;20/02/2023
HAVAYANAS USADAS;25;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Ipiranga;Sim;;;;;;;;;;;;;;;25;10;999999;50;999999;999999;Real;85.00;1.00;85.00;3.00;28.33;28.33;Amigos/Parentes;Sim;Melhorou;;Superou;8;4;8;3;Sim;;Nenhuma;;;;;Nao respondeu;Masculino;Ensino Superior completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);A pe;;;Sim;Nao;20/02/2023
HAVAYANAS USADAS;32;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Taquaril;Sim;;;;;;;;;;;;;;;40;70;0;50;0;0;Real;160.00;1.00;160.00;4.00;40.00;40;Instagram;Sim;Nem melhorou nem piorou;;Atendeu em parte;9;7;8;7;Sim;;Nenhuma;;;;;Amstel;Masculino;Ensino Superior completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);;;Sim;Sim;20/02/2023
HAVAYANAS USADAS;26;Visitante;Outros Estados;Rio de Janeiro;RIO DE JANEIRO;;;Sim;3;Casa de Amigos/Parentes;Carro/Moto;Sim;;Fevereiro;Amigos/Parentes;Sim;Visitar amigos e parentes;;;999999;999999;70;100;50;999999;999999;999999;Real;220.00;1.00;220.00;3.00;73.33;73.33;Amigos/Parentes;Sim;Nem melhorou nem piorou;;Atendeu plenamente;9;3;8;7;Sim;;Nenhuma;;;;;Nao respondeu;Feminino;Ensino Superior completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);;;Sim;Sim;20/02/2023
HAVAYANAS USADAS;50;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Luxemburgo;Sim;;;;;;;;;;;;;;;100;20;20;20;0;0;Real;160.00;1.00;160.00;1.00;160.00;160;TikTok;Sim;Melhorou;;Superou;8;4;6;999999;Sim;;Nenhuma;;;;;Brahma;Feminino;Ensino Medio completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Onibus coletivo;;;Sim;Nao;20/02/2023
HAVAYANAS USADAS;43;Visitante;Interior de Minas;Minas Gerais;VICOSA;;;Sim;6;Casa de Amigos/Parentes;Carro/Moto;Sim;;Setembro;Midias sociais;Sim;Carnaval;Visitar amigos e parentes;Trabalho;999999;999999;50;50;999999;200;999999;999999;Real;300.00;1.00;300.00;4.00;75.00;75;Outros sites;Sim;Melhorou;;Atendeu plenamente;9;6;10;8;Sim;;Nenhuma;;;;;Nao respondeu;Masculino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Acima de 10 SM (R$ 13.02001);Aplicativos (Uber/99/InDrive);;;Sim;Sim;20/02/2023
HAVAYANAS USADAS;31;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Alto Vera Cruz;Nao;;;;;;;;;;;;;;;100;100;0;0;0;0;Real;200.00;1.00;200.00;4.00;50.00;50;Prefeitura;Sim;Piorou;Os blocos acabam cedo;Nao satisfez/decepcionou;8;10;1;1;Nao;Conhecer outros lugares;Nenhuma;;;;;Ambev;Masculino;Ensino Medio completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Onibus coletivo;Aplicativos (Uber/99/InDrive);;Sim;Sim;20/02/2023
HAVAYANAS USADAS;64;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Santa Efigenia;Nao;;;;;;;;;;;;;;;0;0;0;0;0;0;Real;0.00;1.00;0.00;1.00;0.00;0;NR_NS;Nao;;;Superou;8;6;6;7;Sim;;Nenhuma;;;;;Nao sabe;Feminino;Ensino Medio completo;Divorciado(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);A pe;;;Sim;Nao;20/02/2023
HAVAYANAS USADAS;25;Visitante;Interior de Minas;Minas Gerais;MARIANA;;;Sim;5;Casa de Amigos/Parentes;Onibus rodoviario;Sim;;Janeiro;Amigos/Parentes;Sim;Visitar amigos e parentes;;;999999;999999;30;60;150;70;999999;999999;Real;310.00;1.00;310.00;4.00;77.50;77.50;Amigos/Parentes;Sim;Nem melhorou nem piorou;;Atendeu em parte;7;10;8;1;Sim;;Nenhuma;;;;;Ambev;Feminino;Ensino Superior completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);;;Sim;Sim;20/02/2023
HAVAYANAS USADAS;30;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Buritis;Sim;;;;;;;;;;;;;;;150;80;100;0;0;0;Real;330.00;2.00;165.00;5.00;66.00;33;Outros sites;Sim;Melhorou;;Atendeu plenamente;10;8;9;9;Sim;;Nenhuma;;;;;Prefeitura;Masculino;Ensino Superior completo;Solteiro(a);Acima de 10 SM (R$ 13.02001);Aplicativos (Uber/99/InDrive);;;Sim;Sim;20/02/2023
HAVAYANAS USADAS;38;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Goiania;Nao;;;;;;;;;;;;;;;999999;5;999999;60;999999;999999;Real;65.00;2.00;32.50;2.00;32.50;16.25;Instagram;Sim;Melhorou;;Atendeu plenamente;10;10;10;999999;Sim;;Nenhuma;;;;;Ambev;Feminino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Veiculo Proprio;;;Sim;Nao;20/02/2023
HAVAYANAS USADAS;30;Visitante;Interior de Minas;Minas Gerais;CONSELHEIRO LAFAIETE;;;Sim;6;Casa de Amigos/Parentes;Carro/Moto;Sim;;NR_NS;Midias sociais;Sim;Visitar amigos e parentes;;;999999;999999;300;150;999999;60;50;999999;Real;560.00;2.00;280.00;4.00;140.00;70;Outros sites;Sim;Melhorou;;Atendeu plenamente;7;9;8;8;Sim;;Eventos Privados;;;;;Brahma;Feminino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Onibus coletivo;;;Sim;Sim;20/02/2023
HAVAYANAS USADAS;42;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Padre Eustaquio;Sim;;;;;;;;;;;;;;;50;999999;200;350;0;0;Real;600.00;3.00;200.00;6.00;100.00;33.33;www.portalbelohorizonte.com.br;Sim;Melhorou;;Atendeu plenamente;10;7;10;10;Sim;;Nenhuma;;;;;Cervejarias;Feminino;Ensino Superior completo;Casado(a);Acima de 10 SM (R$ 13.02001);Veiculo Proprio;;;Sim;Nao;20/02/2023
HAVAYANAS USADAS;34;Morador;RMBH;Minas Gerais;SABARA;;Sim;;;;;;;;;;;;;;;150;100;0;0;0;50;Real;300.00;3.00;100.00;2.00;150.00;50;Instagram;Sim;NR_NS;;Atendeu plenamente;7;5;7;8;Sim;;Nenhuma;;;;;Prefeitura;Masculino;Ensino Medio completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Onibus coletivo;;;Sim;Sim;20/02/2023
HAVAYANAS USADAS;35;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Santo Antonio;Sim;;;;;;;;;;;;;;;40;50;999999;150;50;999999;Real;290.00;1.00;290.00;4.00;72.50;72.50;Amigos/Parentes;Sim;Nem melhorou nem piorou;;Atendeu plenamente;8;4;8;4;Sim;;Eventos Privados;;;;;Nao respondeu;Masculino;Ensino Superior completo;Uniao Estavel;Acima de 10 SM (R$ 13.02001);Aplicativos (Uber/99/InDrive);;;Sim;Nao;20/02/2023
HAVAYANAS USADAS;50;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Santa Efigenia;Nao;;;;;;;;;;;;;;;0;50;0;0;0;0;Real;50.00;1.00;50.00;4.00;12.50;12.50;www.portalbelohorizonte.com.br;Sim;Melhorou;;Superou;9;8;8;999999;Sim;;Nenhuma;;;;;Nao sabe;Feminino;Ensino Superior completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);A pe;;;Sim;Nao;20/02/2023
HAVAYANAS USADAS;28;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Gutierrez;Sim;;;;;;;;;;;;;;;100;50;200;20;999999;999999;Real;370.00;1.00;370.00;4.00;92.50;92.50;Instagram;Sim;Nem melhorou nem piorou;;Atendeu em parte;7;4;8;4;Sim;;Nenhuma;;;;;Nao respondeu;Feminino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Carro de amigos ou Parentes;;;Sim;Sim;20/02/2023
HAVAYANAS USADAS;30;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Saudade;Nao;;;;;;;;;;;;;;;50;0;0;0;0;0;Real;50.00;2.00;25.00;2.00;25.00;12.50;Instagram;Sim;Melhorou;;Superou;8;5;8;5;Sim;;Nenhuma;;;;;Prefeitura;Masculino;Ensino Medio completo;Casado(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);A pe;;;Sim;Nao;20/02/2023
HAVAYANAS USADAS;24;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Barroca;Sim;;;;;;;;;;;;;;;60;60;60;120;999999;999999;Real;300.00;1.00;300.00;4.00;75.00;75;Instagram;Sim;Piorou;Precos;Atendeu plenamente;7;6;9;4;Sim;;Nenhuma;;;;;Boticario;Feminino;Ensino Medio completo;Solteiro(a);Acima de 10 SM (R$ 13.02001);Aplicativos (Uber/99/InDrive);;;Sim;Sim;20/02/2023
HAVAYANAS USADAS;35;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Nova Suissa;Sim;;;;;;;;;;;;;;;70;150;100;70;280;200;Real;870.00;2.00;435.00;4.00;217.50;108.75;WhatsApp;Sim;Piorou;Infraestrutura geral;Atendeu em parte;7;5;6;6;Sim;;Eventos Privados;;;;;Nao sabe;Masculino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Onibus coletivo;;;Sim;Sim;20/02/2023
HAVAYANAS USADAS;29;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Savassi;Sim;;;;;;;;;;;;;;;150;15;30;120;999999;999999;Real;315.00;2.00;157.50;4.00;78.75;39.38;www.portalbelohorizonte.com.br;Sim;Melhorou;;Atendeu plenamente;9;8;9;8;Sim;;Nenhuma;;;;;Nao respondeu;Feminino;Posgraduacao/ Mestrado/ Doutorado completo;Casado(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Aplicativos (Uber/99/InDrive);;;Sim;Nao;20/02/2023
HAVAYANAS USADAS;38;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Barro Preto;Sim;;;;;;;;;;;;;;;30;999999;999999;999999;999999;999999;Real;30.00;1.00;30.00;3.00;10.00;10;Outros sites;Sim;Melhorou;;Atendeu plenamente;9;5;999999;7;Sim;;Nenhuma;;;;;Nao respondeu;Feminino;Posgraduacao/ Mestrado/ Doutorado completo;Casado(a);Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400);Veiculo Proprio;;;Sim;Nao;20/02/2023
HAVAYANAS USADAS;23;Visitante;Interior de Minas;Minas Gerais;SAO JOAO DELREI;;;Sim;4;Airbnb;Onibus rodoviario;Sim;;Dezembro;Amigos/Parentes;Sim;Lazer;;;500;999999;100;30;50;0;90;0;Real;770.00;8.00;96.25;5.00;154.00;19.25;Instagram;Nao;;;Atendeu plenamente;8;5;8;8;Sim;;Eventos Privados;;;;;Nao sabe;Feminino;Ensino Superior completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);;;Sim;Nao;20/02/2023
HAVAYANAS USADAS;24;Visitante;Interior de Minas;Minas Gerais;JUIZ DE FORA;;;Sim;4;Casa de Amigos/Parentes;Onibus rodoviario;Sim;;Junho;Amigos/Parentes;Sim;Lazer;;;999999;999999;200;20;999999;200;999999;999999;Real;420.00;1.00;420.00;4.00;105.00;105;Amigos/Parentes;Sim;Piorou;Banheiros;Atendeu plenamente;8;5;9;8;Sim;;Nenhuma;;;;;Nao respondeu;Feminino;Ensino Superior completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Aplicativos (Uber/99/InDrive);;;Sim;Nao;20/02/2023
HAVAYANAS USADAS;26;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Itapoa;Sim;;;;;;;;;;;;;;;999999;999999;999999;999999;999999;999999;Real;0.00;1.00;0.00;4.00;0.00;0;Instagram;Sim;Nem melhorou nem piorou;;Atendeu plenamente;9;6;5;2;Sim;;Nenhuma;;;;;Nao respondeu;Masculino;Ensino Superior completo;Solteiro(a);Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400);Veiculo Proprio;;;Sim;Nao;20/02/2023
HAVAYANAS USADAS;50;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Santa Efigenia;Nao;;;;;;;;;;;;;;;100;0;0;40;0;0;Real;140.00;1.00;140.00;3.00;46.67;46.67;Amigos/Parentes;Sim;Melhorou;;Atendeu plenamente;10;8;10;10;Sim;;Nenhuma;;;;;Nao sabe;Masculino;Ensino Fundamental completo;Solteiro(a);NR_NS;A pe;;;Sim;Nao;20/02/2023
HAVAYANAS USADAS;28;Visitante;Interior de Minas;Minas Gerais;JUIZ DE FORA;;;Sim;8;Casa de Amigos/Parentes;Onibus rodoviario;Sim;;Novembro;Amigos/Parentes;Sim;Visitar amigos e parentes;Lazer;;999999;999999;999999;160;500;200;999999;999999;Real;860.00;1.00;860.00;4.00;215.00;215;Outros sites;Sim;Melhorou;;Atendeu plenamente;9;7;7;6;Sim;;Nenhuma;;;;;Nao respondeu;Feminino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);;;Sim;Nao;20/02/2023
HAVAYANAS USADAS;21;Visitante;Interior de Minas;Minas Gerais;VICOSA;;;Sim;5;Casa de Amigos/Parentes;Onibus rodoviario;Sim;;Fevereiro;Amigos/Parentes;Sim;Estudos ou cursos;;;0;0;30;10;0;0;0;15;Real;55.00;1.00;55.00;4.00;13.75;13.75;Amigos/Parentes;Nao;;;Atendeu plenamente;8;3;5;2;Nao;Excesso de publico;Nenhuma;;;;;Prefeitura;Feminino;Ensino Medio completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Onibus coletivo;;;Sim;Sim;20/02/2023
HAVAYANAS USADAS;26;Morador;RMBH;Minas Gerais;CONTAGEM;;Sim;;;;;;;;;;;;;;;999999;999999;250;200;999999;999999;Real;450.00;2.00;225.00;2.00;225.00;112.50;www.portalbelohorizonte.com.br;Sim;Melhorou;;Atendeu plenamente;10;10;10;2;Sim;;Nenhuma;;;;;Prefeitura;Feminino;Ensino Medio completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Carro de amigos ou Parentes;;;Sim;Nao;20/02/2023
BLOCO DA CINARA;29;Morador;RMBH;Minas Gerais;SANTA LUZIA;;Sim;;;;;;;;;;;;;;;50;50;80;0;0;0;Real;180.00;2.00;90.00;2.00;90.00;45;www.portalbelohorizonte.com.br;Sim;Melhorou;;Superou;10;8;10;5;Sim;;Nenhuma;;;;;Nao sabe;Feminino;Ensino Medio completo;Solteiro(a);Ate 1 SM (R$ 1.30200);Carro de amigos ou Parentes;;;Sim;Sim;20/02/2023
HAVAYANAS USADAS;57;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Concordia;Sim;;;;;;;;;;;;;;;150;100;150;0;300;0;Real;700.00;1.00;700.00;6.00;116.67;116.67;Outros sites;Sim;Melhorou;;Superou;9;8;7;4;Sim;;Nenhuma;;;;;Prefeitura;Masculino;Ensino Superior completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Taxi;Aplicativos (Uber/99/InDrive);;Sim;Nao;20/02/2023
HAVAYANAS USADAS;24;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Independencia;Sim;;;;;;;;;;;;;;;20;16;100;200;999999;999999;Real;336.00;2.00;168.00;2.00;168.00;84;Amigos/Parentes;Sim;Nem melhorou nem piorou;;Atendeu plenamente;9;7;5;2;Sim;;Nenhuma;;;;;Cemig;Feminino;Ensino Medio completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Carro de amigos ou Parentes;;;Sim;Sim;20/02/2023
BLOCO DA CINARA;54;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Santa Tereza;Sim;;;;;;;;;;;;;;;300;60;60;0;0;0;Real;420.00;5.00;84.00;7.00;60.00;12;Outros sites;Sim;Melhorou;;Superou;10;7;10;8;Sim;;Nenhuma;;;;;Belotur;Feminino;Ensino Medio completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);A pe;;;Sim;Sim;20/02/2023
HAVAYANAS USADAS;19;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Lourdes;Sim;;;;;;;;;;;;;;;20;50;0;100;0;0;Real;170.00;4.00;42.50;3.00;56.67;14.17;Instagram;Nao;;;Superou;8;7;4;3;Sim;;Nenhuma;;;;;Nao sabe;Masculino;Ensino Medio completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Aplicativos (Uber/99/InDrive);Veiculo Proprio;;Sim;Nao;20/02/2023
HAVAYANAS USADAS;37;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Santa Cruz;Nao;;;;;;;;;;;;;;;30;20;80;60;999999;999999;Real;190.00;1.00;190.00;4.00;47.50;47.50;Instagram;Sim;Piorou;NR_NS;Atendeu plenamente;8;9;9;5;Sim;;Nenhuma;;;;;Belotur;Feminino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Veiculo Proprio;;;Sim;Sim;20/02/2023
BLOCO DA CINARA;59;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Serra;Sim;;;;;;;;;;;;;;;200;120;50;0;0;0;Real;370.00;2.00;185.00;5.00;74.00;37;www.portalbelohorizonte.com.br;Sim;Piorou;Desorganizacao;Atendeu plenamente;9;6;9;8;Sim;;Nenhuma;;;;;Prefeitura;Feminino;Ensino Superior completo;Casado(a);Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400);Aplicativos (Uber/99/InDrive);;;Sim;Nao;20/02/2023
HAVAYANAS USADAS;21;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Liberdade;Sim;;;;;;;;;;;;;;;50;50;0;0;120;0;Real;220.00;1.00;220.00;4.00;55.00;55;WhatsApp;Sim;NR_NS;;Atendeu plenamente;8;8;9;9;Sim;;Eventos Privados;;;;;Brahma;Masculino;Ensino Medio completo;Solteiro(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Onibus coletivo;Aplicativos (Uber/99/InDrive);;Sim;Sim;20/02/2023
HAVAYANAS USADAS;23;Visitante;Interior de Minas;Minas Gerais;PARA DE MINAS;;;Sim;3;Casa de Amigos/Parentes;Carro/Moto;Sim;;Janeiro;Midias sociais;Sim;Visitar amigos e parentes;;;999999;100;140;60;999999;200;999999;999999;Real;500.00;1.00;500.00;3.00;166.67;166.67;Instagram;Nao;;;Atendeu plenamente;8;5;3;6;NR_NS;;Nenhuma;;;;;Nao respondeu;Masculino;Ensino Medio completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);;;Sim;Sim;20/02/2023
BLOCO DA CINARA;61;Morador;RMBH;Minas Gerais;CONTAGEM;;Sim;;;;;;;;;;;;;;;300;300;200;100;260;0;Real;1160.00;1.00;1160.00;4.00;290.00;290;Outros sites;Sim;Melhorou;;Superou;10;7;9;8;Sim;;Eventos Privados;;;;;Nao sabe;Masculino;Ensino Superior completo;Casado(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Aplicativos (Uber/99/InDrive);;;Sim;Nao;20/02/2023
