local;idade;morador;BH_RMBH;uf_pais;cidade;bairro;sem_carnaval;pernoitar;quantas_pernoites;meio_de_hospedagem;transporte_chega_na_cidade;motivo_carnaval;se_nao_qual_foi;mês_viagem_bh;fonte_info_carnaval_bh;conhece_bh;motivo_viagem_1;motivo_viagem_2;motivo_viagem_3;gasto_hospedagem;gasto_atrativos;gasto_alimentacao;gasto_transporte;gasto_fatansias;gasto_compras;gasto_ingressos;gasto_outros;moeda;gasto_total;pessoas_no_gasto;gasto_percapto;dias_carnaval;gasto_medio_diario;gasto_medio_diario_per_capto;info_carnaval;carnaval_antes;opiniao_carnaval;piorou_pq;expectativas_carnaval;avaliacao_geral;banheiros;seguranca;precos;voltar_carnaval;se_nao_pq;alem_dos_blocos_1;alem_dos_blocos_2;alem_dos_blocos_3;alem_dos_blocos_4;alem_dos_blocos_5;patrocinador;genero;escolaridade;estado_civil;renda;transporte_blocos_1;transporte_blocos_2;transporte_blocos_3;apoio_LGBTQIA;faz_parte_LGBTQIA;data
BLOCO DA CALIXTO;28;Visitante;Interior de Minas;Minas Gerais;CLAUDIO;;;Sim;5;Casa de Amigos/Parentes;Carro/Moto;Sim;;Janeiro;Midias sociais;Sim;Visitar amigos e parentes;;;500;1500;300;150;100;700;450;999999;Real;3700.00;1.00;3700.00;5.00;740.00;740;Instagram;Sim;Melhorou;;Atendeu plenamente;9;5;4;7;Sim;;Eventos Privados;;;;;Ambev;Masculino;Ensino Superior completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);;;Sim;Sim;18/02/2023
VOLTA BELCHIOR;38;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Salgado Filho;Sim;;;;;;;;;;;;;;;500;100;14;0;0;0;Real;614.00;2.00;307.00;4.00;153.50;76.75;Aplicativo da prefeitura;Sim;NR_NS;;Atendeu plenamente;10;10;10;8;Sim;;Nenhuma;;;;;Populacao;Masculino;Posgraduacao/ Mestrado/ Doutorado completo;Casado(a);Acima de 10 SM (R$ 13.02001);Aplicativos (Uber/99/InDrive);;;Sim;Nao;18/02/2023
SEU VIZINHO;30;Visitante;Outros Estados;Sao Paulo;SAO PAULO;;;Sim;4;Casa de Amigos/Parentes;Onibus rodoviario;Sim;;Fevereiro;Ja morou em Belo Horizonte;Sim;Visitar amigos e parentes;;;0;0;1000;300;0;500;500;0;Real;2300.00;1.00;2300.00;4.00;575.00;575;Amigos/Parentes;Nao;;;Atendeu em parte;6;1;9;8;Sim;;Eventos Privados;;;;;Nao sabe;Feminino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Acima de 10 SM (R$ 13.02001);A pe;Aplicativos (Uber/99/InDrive);;Sim;Sim;18/02/2023
BLOCO DA CALIXTO;45;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Joao Pinheiro;Sim;;;;;;;;;;;;;;;200;50;30;0;0;0;Real;280.00;1.00;280.00;4.00;70.00;70;Instagram;Sim;Melhorou;;Atendeu plenamente;9;6;9;8;Sim;;Nenhuma;;;;;Brahma;Feminino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Onibus coletivo;;;Sim;Nao;18/02/2023
VOLTA BELCHIOR;70;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Boa Vista;Nao;;;;;;;;;;;;;;;500;150;150;0;0;0;Real;800.00;3.00;266.67;4.00;200.00;66.67;www.portalbelohorizonte.com.br;Sim;Melhorou;;Atendeu plenamente;9;10;6;7;Sim;;Desfiles de Blocos Caricatos (segundaAv. Afonso Pena);Desfiles de Escolas de Samba (terca  Av. Afonso Pena);;;;Prefeitura;Feminino;Ensino Superior completo;Casado(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Veiculo Proprio;Aplicativos (Uber/99/InDrive);;Sim;Nao;18/02/2023
BLOCO DA CALIXTO;35;Visitante;Interior de Minas;Minas Gerais;TRES CORACOES;;;Sim;5;Casa de Amigos/Parentes;Carro/Moto;Sim;;Janeiro;NR_NS;Sim;Lazer;;;999999;999999;300;999999;999999;999999;999999;999999;Real;300.00;1.00;300.00;3.00;100.00;100;Outros sites;Sim;NR_NS;;NR_NS;8;5;6;6;Sim;;Nenhuma;;;;;Nao sabe;Masculino;Ensino Superior completo;Solteiro(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Aplicativos (Uber/99/InDrive);;;Nao;Nao;18/02/2023
SEU VIZINHO;34;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Cidade Nova;Sim;;;;;;;;;;;;;;;300;400;0;1000;600;0;Real;2300.00;1.00;2300.00;4.00;575.00;575;Amigos/Parentes;Sim;NR_NS;;Atendeu plenamente;9;1;1;7;Nao;Conhecer outros lugares;Eventos Privados;;;;;Nao sabe;Feminino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);A pe;;Sim;Nao;18/02/2023
BLOCO DA CALIXTO;30;Visitante;Interior de Minas;Minas Gerais;LAVRAS;;;Sim;3;Casa propria;Carro/Moto;Sim;;Fevereiro;Internet;Sim;Trabalho;;;0;1000;300;150;0;100;0;0;Real;1550.00;5.00;310.00;3.00;516.67;103.33;Instagram;Nao;;;Atendeu plenamente;10;5;10;4;Sim;;Eventos Privados;;;;;Prefeitura;Masculino;Ensino Superior completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Onibus coletivo;;;Sim;Nao;18/02/2023
VOLTA BELCHIOR;35;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Caicaras;Sim;;;;;;;;;;;;;;;80;20;0;0;0;0;Real;100.00;1.00;100.00;2.00;50.00;50;Outros sites;Sim;NR_NS;;Atendeu plenamente;8;10;4;5;Sim;;Nenhuma;;;;;Ambev;Masculino;Ensino Medio completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);;;Sim;Nao;18/02/2023
BLOCO DA CALIXTO;22;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Juliana;Nao;;;;;;;;;;;;;;;600;0;250;0;0;0;Real;850.00;1.00;850.00;5.00;170.00;170;Amigos/Parentes;Sim;Nem melhorou nem piorou;;NR_NS;7;8;10;3;Sim;;Eventos Privados;;;;;Brahma;Outros;Ensino Superior completo;Casado(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Aplicativos (Uber/99/InDrive);;;Sim;Sim;18/02/2023
SEU VIZINHO;29;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Centro;Sim;;;;;;;;;;;;;;;100;80;20;150;0;0;Real;350.00;1.00;350.00;3.00;116.67;116.67;Amigos/Parentes;Sim;NR_NS;;Atendeu em parte;8;7;6;5;Sim;;Nenhuma;;;;;Nao sabe;Feminino;Ensino Superior completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Onibus coletivo;Aplicativos (Uber/99/InDrive);A pe;Sim;Sim;18/02/2023
VOLTA BELCHIOR;25;Morador;RMBH;Minas Gerais;MATEUS LEME;;Nao;;;;;;;;;;;;;;;200;999999;999999;0;0;0;Real;200.00;1.00;200.00;4.00;50.00;50;Instagram;Sim;Melhorou;;Superou;9;5;7;7;Sim;;Desfiles de Blocos Caricatos (segundaAv. Afonso Pena);;;;;Nao sabe;Masculino;Ensino Superior completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Onibus coletivo;Aplicativos (Uber/99/InDrive);;Sim;Sim;18/02/2023
BLOCO DA CALIXTO;28;Visitante;Interior de Minas;Minas Gerais;LAVRAS;;;Sim;3;Casa propria;Carro/Moto;Sim;;Fevereiro;Midias sociais;Sim;Lazer;;;0;500;200;100;0;200;0;0;Real;1000.00;5.00;200.00;3.00;333.33;66.67;Instagram;Nao;;;Superou;8;6;5;7;Sim;;Nenhuma;;;;;Supermercados BH;Feminino;Ensino Superior completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Onibus coletivo;;;Sim;Nao;18/02/2023
BLOCO DA CALIXTO;26;Morador;RMBH;Minas Gerais;SABARA;;Sim;;;;;;;;;;;;;;;300;40;200;999999;450;999999;Real;990.00;1.00;990.00;3.00;330.00;330;Instagram;Nao;;;Superou;10;8;4;3;Sim;;Eventos Privados;;;;;Cemig;Feminino;Ensino Superior completo;Solteiro(a);Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400);Onibus coletivo;;;Sim;Nao;18/02/2023
BLOCO DA CALIXTO;51;Visitante;Outros Estados;Sao Paulo;SANTANA DE PARNAIBA;;;Sim;5;Casa alugada;APP onibus (Buser Click Bus);Sim;;Fevereiro;Amigos/Parentes;Nao;;;;265;300;1200;140;0;0;0;67;Real;1972.00;1.00;1972.00;5.00;394.40;394.40;Amigos/Parentes;Nao;;;Atendeu plenamente;9;6;8;9;Sim;;Nenhuma;;;;;Prefeitura;Feminino;Ensino Tecnico completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);;;Sim;Nao;18/02/2023
VOLTA BELCHIOR;51;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Santa Efigenia;Nao;;;;;;;;;;;;;;;800;200;60;0;0;0;Real;1060.00;1.00;1060.00;4.00;265.00;265;www.portalbelohorizonte.com.br;Sim;Melhorou;;Superou;10;7;9;10;Sim;;Precarnaval;;;;;Prefeitura;Feminino;Ensino Fundamental completo;Casado(a);NR_NS;Aplicativos (Uber/99/InDrive);Onibus coletivo;;Sim;Nao;18/02/2023
BLOCO DA CALIXTO;28;Visitante;Interior de Minas;Minas Gerais;DIAMANTINA;;;Sim;5;Casa propria;Carro/Moto;Sim;;Janeiro;Midias sociais;Sim;Visitar amigos e parentes;;;0;600;200;200;100;0;190;0;Real;1290.00;3.00;430.00;4.00;322.50;107.50;Instagram;Nao;;;Atendeu plenamente;6;1;5;8;Sim;;Eventos Privados;;;;;Ambev;Feminino;Ensino Superior completo;Solteiro(a);Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400);Aplicativos (Uber/99/InDrive);;;Sim;Nao;18/02/2023
BLOCO DA CALIXTO;45;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Barreiro;Nao;;;;;;;;;;;;;;;300;90;999999;999999;999999;999999;Real;390.00;2.00;195.00;3.00;130.00;65;Outros sites;Sim;Nem melhorou nem piorou;;Superou;10;999999;8;1;Sim;;Nenhuma;;;;;Supermercados BH;Feminino;Ensino Medio completo;Casado(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Veiculo Proprio;;;Sim;Nao;18/02/2023
VOLTA BELCHIOR;45;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Sagrada Familia;Nao;;;;;;;;;;;;;;;200;0;0;50;0;0;Real;250.00;1.00;250.00;3.00;83.33;83.33;Outros sites;Nao;;;Superou;10;10;10;10;Sim;;Desfiles de Blocos Caricatos (segundaAv. Afonso Pena);;;;;Prefeitura;Feminino;Ensino Medio completo;Casado(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);A pe;;;Sim;Nao;18/02/2023
BLOCO DA CALIXTO;25;Visitante;Interior de Minas;Minas Gerais;ITABIRITO;;;Nao;0;;Carro/Moto;Sim;;Fevereiro;Midias sociais;Sim;Lazer;;;0;150;50;0;20;0;0;0;Real;220.00;1.00;220.00;1.00;220.00;220;Instagram;Nao;;;Atendeu em parte;8;4;7;4;Sim;;Nenhuma;;;;;Cemig;Masculino;Ensino Tecnico completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Veiculo Proprio;;;Sim;Sim;18/02/2023
VOLTA BELCHIOR;45;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Silveira;Nao;;;;;;;;;;;;;;;500;200;200;0;0;0;Real;900.00;1.00;900.00;5.00;180.00;180;Instagram;Sim;Nem melhorou nem piorou;;Atendeu plenamente;8;7;3;1;Sim;;Desfiles de Blocos Caricatos (segundaAv. Afonso Pena);Precarnaval;Eventos Privados;;;Nao sabe;Feminino;Posgraduacao/ Mestrado/ Doutorado completo;Divorciado(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Aplicativos (Uber/99/InDrive);;;Sim;Nao;18/02/2023
BLOCO DA CALIXTO;28;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;California;Sim;;;;;;;;;;;;;;;120;50;999999;999999;999999;999999;Real;170.00;1.00;170.00;4.00;42.50;42.50;Outros sites;Sim;Melhorou;;Atendeu plenamente;9;7;8;7;Sim;;Nenhuma;;;;;Sportingbet;Masculino;Ensino Medio completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Onibus coletivo;;;Sim;Nao;18/02/2023
BLOCO DA CALIXTO;21;Visitante;Interior de Minas;Minas Gerais;LAGOA DA PRATA;;;Sim;4;Casa de Amigos/Parentes;Carro/Moto;Sim;;Janeiro;Internet;Sim;Negocios;;;0;250;450;0;0;0;0;0;Real;700.00;1.00;700.00;5.00;140.00;140;Instagram;Sim;Melhorou;;Atendeu plenamente;10;10;10;5;Sim;;Desfiles de Blocos Caricatos (segundaAv. Afonso Pena);Desfiles de Escolas de Samba (terca  Av. Afonso Pena);;;;Governo;Masculino;Ensino Superior completo;Solteiro(a);Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400);A pe;;;Sim;Nao;18/02/2023
VOLTA BELCHIOR;39;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Heliopolis;Nao;;;;;;;;;;;;;;;50;50;0;0;0;0;Real;100.00;2.00;50.00;2.00;50.00;25;Outros sites;Sim;Melhorou;;Atendeu plenamente;8;999999;6;8;Sim;;Precarnaval;;;;;Prefeitura;Feminino;Ensino Superior completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Veiculo Proprio;;;Sim;Nao;18/02/2023
BLOCO DA CALIXTO;41;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Santa Efigenia;Sim;;;;;;;;;;;;;;;200;0;0;50;0;0;Real;250.00;2.00;125.00;3.00;83.33;41.67;Instagram;Sim;Melhorou;;Atendeu plenamente;9;5;10;8;Sim;;Nenhuma;;;;;Prefeitura;Feminino;Posgraduacao/ Mestrado/ Doutorado completo;Casado(a);Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400);A pe;;;Sim;Nao;18/02/2023
BLOCO DA CALIXTO;18;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Santa Ines;Sim;;;;;;;;;;;;;;;300;999999;30;50;999999;999999;Real;380.00;1.00;380.00;3.00;126.67;126.67;Outros sites;Sim;Piorou;Excesso (Aumento) de publico;Atendeu em parte;6;1;4;5;Sim;;Nenhuma;;;;;Nao sabe;Feminino;Ensino Medio completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Onibus coletivo;;;Sim;Nao;18/02/2023
VOLTA BELCHIOR;32;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Centro;Nao;;;;;;;;;;;;;;;500;300;0;500;0;0;Real;1300.00;1.00;1300.00;6.00;216.67;216.67;Amigos/Parentes;Sim;Piorou;Motivos Pessoais;Atendeu plenamente;7;10;7;5;Sim;;Precarnaval;;;;;Belotur;Masculino;Ensino Superior completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);A pe;;;Sim;Nao;18/02/2023
BLOCO DA CALIXTO;42;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Santa Lucia;Sim;;;;;;;;;;;;;;;300;50;0;0;0;0;Real;350.00;1.00;350.00;2.00;175.00;175;Instagram;Sim;Nem melhorou nem piorou;;Atendeu em parte;8;8;8;7;Sim;;Nenhuma;;;;;Populacao;Masculino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);;;Sim;Nao;18/02/2023
VOLTA BELCHIOR;31;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Nova Granada;Nao;;;;;;;;;;;;;;;80;100;0;0;0;0;Real;180.00;1.00;180.00;2.00;90.00;90;Amigos/Parentes;Sim;NR_NS;;Atendeu plenamente;8;5;6;999999;Sim;;Nenhuma;;;;;Prefeitura;Feminino;Ensino Superior completo;Casado(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);A pe;;;Sim;Nao;18/02/2023
BLOCO DA CALIXTO;25;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Prado;Sim;;;;;;;;;;;;;;;300;150;20;0;200;0;Real;670.00;1.00;670.00;3.00;223.33;223.33;Instagram;Sim;Melhorou;;Atendeu plenamente;8;999999;6;6;Sim;;Eventos Privados;;;;;Nao sabe;Feminino;Ensino Superior completo;Solteiro(a);Acima de 10 SM (R$ 13.02001);Aplicativos (Uber/99/InDrive);;;Sim;Nao;18/02/2023
BLOCO DA CALIXTO;44;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Santa Branca;Sim;;;;;;;;;;;;;;;100;80;100;0;0;0;Real;280.00;1.00;280.00;4.00;70.00;70;Instagram;Sim;Melhorou;;Superou;10;8;9;2;Sim;;Nenhuma;;;;;Prefeitura;Feminino;Posgraduacao/ Mestrado/ Doutorado completo;Divorciado(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Onibus coletivo;;;Sim;Nao;18/02/2023
BLOCO DA CALIXTO;47;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Vista Alegre;Nao;;;;;;;;;;;;;;;300;60;999999;999999;999999;999999;Real;360.00;1.00;360.00;2.00;180.00;180;Outros sites;Sim;Melhorou;;Atendeu plenamente;9;9;7;5;Sim;;Nenhuma;;;;;Prefeitura;Masculino;Ensino Superior completo;Divorciado(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Onibus coletivo;Aplicativos (Uber/99/InDrive);;Sim;Nao;18/02/2023
VOLTA BELCHIOR;35;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Esplanada;Nao;;;;;;;;;;;;;;;300;100;180;500;0;0;Real;1080.00;2.00;540.00;4.00;270.00;135;Amigos/Parentes;Sim;NR_NS;;Superou;8;9;5;7;Sim;;Nenhuma;;;;;Prefeitura;Feminino;Ensino Superior completo;Casado(a);Acima de 10 SM (R$ 13.02001);A pe;;;Sim;Nao;18/02/2023
BLOCO DA CALIXTO;44;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Castelo;Nao;;;;;;;;;;;;;;;150;100;0;50;0;0;Real;300.00;1.00;300.00;2.00;150.00;150;Outros sites;Sim;Nem melhorou nem piorou;;Atendeu plenamente;8;999999;8;1;Sim;;Nenhuma;;;;;Cervejarias;Feminino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Onibus coletivo;;;Sim;Nao;18/02/2023
BLOCO DA CALIXTO;32;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Buritis;Sim;;;;;;;;;;;;;;;300;80;0;0;0;0;Real;380.00;1.00;380.00;3.00;126.67;126.67;Instagram;Sim;Nem melhorou nem piorou;;Atendeu plenamente;8;3;8;9;Sim;;Nenhuma;;;;;Skol Beats;Masculino;Posgraduacao/ Mestrado/ Doutorado completo;Uniao Estavel;Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Veiculo Proprio;;;Sim;Nao;18/02/2023
VOLTA BELCHIOR;27;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Santa Ines;Sim;;;;;;;;;;;;;;;300;0;0;0;0;0;Real;300.00;1.00;300.00;2.00;150.00;150;Instagram;Sim;Nem melhorou nem piorou;;Atendeu plenamente;8;7;7;7;Sim;;Precarnaval;Desfiles de Blocos Caricatos (segundaAv. Afonso Pena);;;;Ambev;Masculino;Ensino Tecnico completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);;;Sim;Nao;18/02/2023
BLOCO DA CALIXTO;26;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Sao Luiz;Sim;;;;;;;;;;;;;;;1000;500;999999;999999;500;999999;Real;2000.00;1.00;2000.00;4.00;500.00;500;Instagram;Sim;Melhorou;;Superou;8;7;7;7;Sim;;Eventos Privados;;;;;Amstel;Masculino;Ensino Superior completo;Solteiro(a);Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400);Aplicativos (Uber/99/InDrive);;;Sim;Sim;18/02/2023
BLOCO DA CALIXTO;28;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Jardim America;Nao;;;;;;;;;;;;;;;50;10;0;0;0;0;Real;60.00;1.00;60.00;2.00;30.00;30;Outros sites;Sim;Nem melhorou nem piorou;;Atendeu plenamente;9;5;8;6;Sim;;Nenhuma;;;;;Prefeitura;Masculino;Ensino Superior completo;Solteiro(a);Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400);Onibus coletivo;;;Sim;Nao;18/02/2023
VOLTA BELCHIOR;58;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Sagrada Familia;Sim;;;;;;;;;;;;;;;200;0;20;0;0;0;Real;220.00;1.00;220.00;5.00;44.00;44;Facebook;Sim;Melhorou;;Atendeu plenamente;8;9;9;5;Sim;;Precarnaval;;;;;Skol;Outros;Ensino Superior completo;Viuvo(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);A pe;;;Sim;Nao;18/02/2023
BLOCO DA CALIXTO;23;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Centro;Nao;;;;;;;;;;;;;;;300;0;0;0;0;0;Real;300.00;1.00;300.00;2.00;150.00;150;Amigos/Parentes;Sim;Nem melhorou nem piorou;;Atendeu plenamente;7;1;6;9;Sim;;Eventos Privados;;;;;Nao sabe;Feminino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Acima de 10 SM (R$ 13.02001);A pe;;;Sim;Nao;18/02/2023
BLOCO DA CALIXTO;25;Morador;RMBH;Minas Gerais;CONTAGEM;;Sim;;;;;;;;;;;;;;;200;0;0;100;100;0;Real;400.00;2.00;200.00;2.00;200.00;100;Facebook;Sim;Melhorou;;Atendeu plenamente;8;8;8;6;Sim;;Nenhuma;;;;;Prefeitura;Masculino;Ensino Superior completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Metro;;;Sim;Sim;18/02/2023
VOLTA BELCHIOR;38;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Barreiro;Nao;;;;;;;;;;;;;;;500;500;0;100;0;100;Real;1200.00;2.00;600.00;6.00;200.00;100;Instagram;Sim;Melhorou;;Atendeu em parte;8;5;6;6;Sim;;Precarnaval;;;;;Populacao;Feminino;Ensino Superior completo;Solteiro(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Aplicativos (Uber/99/InDrive);A pe;;Sim;Nao;18/02/2023
BLOCO DA CALIXTO;28;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Carlos Prates;Nao;;;;;;;;;;;;;;;200;0;100;50;20;0;Real;370.00;1.00;370.00;3.00;123.33;123.33;www.portalbelohorizonte.com.br;Sim;Melhorou;;Indiferente;8;8;8;10;Sim;;Nenhuma;;;;;Prefeitura;Masculino;Ensino Superior completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);A pe;;;Sim;Sim;18/02/2023
BLOCO DA CALIXTO;31;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Carlos Prates;Sim;;;;;;;;;;;;;;;999999;150;999999;999999;999999;999999;Real;150.00;1.00;150.00;3.00;50.00;50;Instagram;Sim;Melhorou;;Atendeu plenamente;10;1;5;8;Sim;;Nenhuma;;;;;Nao sabe;Feminino;Ensino Superior completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);;;Sim;Sim;18/02/2023
VOLTA BELCHIOR;38;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Vera Cruz;Sim;;;;;;;;;;;;;;;200;40;80;0;0;0;Real;320.00;2.00;160.00;4.00;80.00;40;www.portalbelohorizonte.com.br;Sim;Melhorou;;Atendeu plenamente;10;3;9;7;Sim;;Precarnaval;;;;;Belotur;Feminino;Ensino Superior completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Onibus coletivo;;;Sim;Nao;18/02/2023
BLOCO DA CALIXTO;29;Visitante;Interior de Minas;Minas Gerais;DIVINOPOLIS;;;Sim;4;Casa de Amigos/Parentes;Carro/Moto;Sim;;Janeiro;Internet;Sim;Lazer;;;0;100;1000;300;0;0;300;0;Real;1700.00;1.00;1700.00;6.00;283.33;283.33;Aplicativo do Sympla;Sim;Melhorou;;Superou;10;6;7;7;Sim;;Eventos Privados;Precarnaval;;;;Prefeitura;Masculino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Aplicativos (Uber/99/InDrive);;;Sim;Sim;18/02/2023
BLOCO DA CALIXTO;42;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Serra Verde;Sim;;;;;;;;;;;;;;;400;100;100;999999;999999;999999;Real;600.00;2.00;300.00;4.00;150.00;75;www.portalbelohorizonte.com.br;Sim;Melhorou;;Superou;10;999999;10;7;Sim;;Nenhuma;;;;;Prefeitura;Feminino;Ensino Tecnico completo;Uniao Estavel;Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400);Veiculo Proprio;;;Sim;Nao;18/02/2023
VOLTA BELCHIOR;31;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Grajau;Nao;;;;;;;;;;;;;;;180;120;200;200;0;0;Real;700.00;2.00;350.00;3.00;233.33;116.67;Instagram;Sim;Nem melhorou nem piorou;;Atendeu plenamente;9;8;9;10;Sim;;Nenhuma;;;;;Nao sabe;Masculino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Aplicativos (Uber/99/InDrive);A pe;;Sim;Nao;18/02/2023
BLOCO DA CALIXTO;46;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Santa Ines;Sim;;;;;;;;;;;;;;;600;100;300;300;0;0;Real;1300.00;2.00;650.00;3.00;433.33;216.67;www.portalbelohorizonte.com.br;Sim;Melhorou;;Superou;10;5;10;6;Sim;;Eventos Privados;;;;;Prefeitura;Feminino;Ensino Superior completo;Casado(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Veiculo Proprio;;;Sim;Sim;18/02/2023
BLOCO DA CALIXTO;45;Morador;RMBH;Minas Gerais;NOVA LIMA;;Nao;;;;;;;;;;;;;;;700;40;120;0;100;0;Real;960.00;2.00;480.00;3.00;320.00;160;Outros sites;Sim;Nem melhorou nem piorou;;Atendeu plenamente;7;4;9;5;Sim;;Desfiles de Escolas de Samba (terca  Av. Afonso Pena);;;;;Prefeitura;Masculino;Ensino Tecnico completo;Casado(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Onibus coletivo;;;Sim;Nao;18/02/2023
